transaction_id,Account_id,transaction_amount,transaction_date,time_to_purchase,gas_type,gas_price_purchase,product_id,Location,Age,product_name
15699,1842,43.02,2023-02-19,14:00:00,B,43.02,10,7,57.0,RedBull
18331,1850,45.86,2023-02-19,20:00:00,X,45.86,10,7,20.0,RedBull
18933,1851,38.33,2023-02-19,09:00:00,X,38.33,10,7,27.0,RedBull
19599,1854,51.51,2023-02-19,15:00:00,B,51.51,10,7,34.0,RedBull
17560,1869,55.77,2023-02-19,11:00:00,A,55.77,10,7,62.0,RedBull
16813,1872,70.36,2023-02-19,14:00:00,X,70.36,10,7,34.0,RedBull
14398,1873,2.5,2023-02-19,15:00:00,,0.0,8,7,48.0,Espresso
12260,1894,3.0,2023-02-19,07:00:00,,0.0,5,7,42.0,Bagel
16705,1904,63.46,2023-02-19,11:00:00,B,63.46,10,7,21.0,RedBull
16947,1918,38.34,2023-02-19,14:00:00,X,38.34,10,7,50.0,RedBull
14163,1931,2.5,2023-02-19,19:00:00,,0.0,8,7,21.0,Espresso
19587,1939,75.87,2023-02-19,14:00:00,A,75.87,10,7,30.0,RedBull
13473,1955,3.5,2023-02-19,18:00:00,,0.0,7,7,44.0,Cappuccino
14835,1965,3.0,2023-02-19,15:00:00,,0.0,9,7,40.0,Hot Chocolate
10581,1967,3.0,2023-02-19,15:00:00,,0.0,2,7,45.0,Croissant
15805,1990,63.62,2023-02-19,10:00:00,B,63.62,10,7,24.0,RedBull
29673,2014,67.84,2023-02-19,18:30:00,B,67.84,10,7,64.0,RedBull
22621,2015,2.5,2023-02-19,08:00:00,,0.0,8,7,50.0,Espresso
25222,2017,46.46,2023-02-19,08:00:00,B,46.46,10,7,35.0,RedBull
29519,2019,65.25,2023-02-19,18:30:00,X,65.25,10,7,44.0,RedBull
26493,2021,3.0,2023-02-19,19:00:00,,0.0,5,7,36.0,Bagel
28826,2021,2.5,2023-02-19,18:30:00,,0.0,8,7,36.0,Espresso
25303,2031,35.86,2023-02-19,08:00:00,X,35.86,10,7,58.0,RedBull
26952,2031,3.0,2023-02-19,19:00:00,,0.0,9,7,58.0,Hot Chocolate
28745,2039,3.5,2023-02-19,18:30:00,,0.0,7,7,49.0,Cappuccino
28558,2068,3.5,2023-02-19,18:30:00,,0.0,6,7,27.0,Latte
21554,2075,3.0,2023-02-19,07:00:00,,0.0,5,7,30.0,Bagel
25649,2076,64.74,2023-02-19,07:00:00,A,64.74,10,7,59.0,RedBull
23105,2079,54.66,2023-02-19,08:00:00,A,54.66,10,7,45.0,RedBull
27526,2080,38.91,2023-02-19,20:00:00,X,38.91,10,7,37.0,RedBull
23637,2086,20.79,2023-02-19,07:00:00,A,20.79,10,7,38.0,RedBull
20108,2091,2.5,2023-02-19,07:00:00,,0.0,1,7,32.0,Coffee
25111,2111,70.14,2023-02-19,06:00:00,X,70.14,10,7,50.0,RedBull
20543,2120,3.0,2023-02-19,06:00:00,,0.0,2,7,56.0,Croissant
23859,2160,30.93,2023-02-19,06:00:00,B,30.93,10,7,,RedBull
27537,2168,66.02,2023-02-19,19:00:00,A,66.02,10,7,,RedBull
26844,2171,2.5,2023-02-19,20:00:00,,0.0,8,7,,Espresso
29899,2183,59.6,2023-02-19,18:00:00,B,59.6,10,7,24.0,RedBull
27134,2185,29.62,2023-02-19,19:00:00,X,29.62,10,7,50.0,RedBull
22498,2199,2.5,2023-02-19,08:00:00,,0.0,8,7,52.0,Espresso
27909,2202,48.06,2023-02-19,19:00:00,B,48.06,10,7,31.0,RedBull
29473,2204,56.76,2023-02-19,18:00:00,A,56.76,10,7,63.0,RedBull
26163,2214,3.0,2023-02-19,19:00:00,,0.0,2,7,,Croissant
28799,2216,2.5,2023-02-19,18:30:00,,0.0,8,7,,Espresso
27208,2224,49.34,2023-02-19,20:00:00,B,49.34,10,7,29.0,RedBull
24624,2231,37.08,2023-02-19,07:00:00,X,37.08,10,7,,RedBull
26526,2249,3.0,2023-02-19,19:00:00,,0.0,5,7,45.0,Bagel
23445,2252,34.84,2023-02-19,06:00:00,A,34.84,10,7,22.0,RedBull
28192,2254,3.0,2023-02-19,18:00:00,,0.0,2,7,39.0,Croissant
25771,2267,58.76,2023-02-19,08:00:00,A,58.76,10,7,40.0,RedBull
25034,2269,58.45,2023-02-19,08:00:00,A,58.45,10,7,65.0,RedBull
24466,2295,27.84,2023-02-19,07:00:00,X,27.84,10,7,,RedBull
23428,2297,83.83,2023-02-19,07:00:00,X,83.83,10,7,,RedBull
20137,2308,2.5,2023-02-19,08:00:00,,0.0,1,7,,Coffee
29339,2308,45.12,2023-02-19,18:30:00,B,45.12,10,7,,RedBull
20190,2313,2.5,2023-02-19,06:00:00,,0.0,1,7,,Coffee
22421,2314,2.5,2023-02-19,08:00:00,,0.0,8,7,,Espresso
23019,2323,3.0,2023-02-19,07:00:00,,0.0,9,7,32.0,Hot Chocolate
26245,2328,2.0,2023-02-19,19:00:00,,0.0,3,7,22.0,Tea
25837,2331,31.04,2023-02-19,08:00:00,X,31.04,10,7,56.0,RedBull
28787,2331,2.5,2023-02-19,18:00:00,,0.0,8,7,56.0,Espresso
26917,2338,3.0,2023-02-19,20:00:00,,0.0,9,7,50.0,Hot Chocolate
21797,2339,3.5,2023-02-19,08:00:00,,0.0,6,7,24.0,Latte
20525,2360,3.0,2023-02-19,06:00:00,,0.0,2,7,29.0,Croissant
20078,2361,2.5,2023-02-19,06:00:00,,0.0,1,7,57.0,Coffee
25228,2361,28.35,2023-02-19,07:00:00,B,28.35,10,7,57.0,RedBull
29883,2366,69.21,2023-02-19,18:00:00,X,69.21,10,7,18.0,RedBull
27576,2370,69.4,2023-02-19,19:00:00,A,69.4,10,7,45.0,RedBull
25363,2377,49.25,2023-02-19,08:00:00,B,49.25,10,7,46.0,RedBull
28107,2389,3.0,2023-02-19,18:30:00,,0.0,2,7,55.0,Croissant
28239,2394,2.0,2023-02-19,18:00:00,,0.0,3,7,26.0,Tea
28638,2406,3.5,2023-02-19,19:00:00,,0.0,6,7,57.0,Latte
20191,2408,2.5,2023-02-19,08:00:00,,0.0,1,7,19.0,Coffee
28628,2412,3.5,2023-02-19,19:00:00,,0.0,6,7,,Latte
20312,2418,2.5,2023-02-19,08:00:00,,0.0,1,7,,Coffee
23493,2423,35.67,2023-02-19,06:00:00,B,35.67,10,7,,RedBull
25195,2423,60.8,2023-02-19,06:00:00,B,60.8,10,7,,RedBull
25028,2427,37.78,2023-02-19,07:00:00,A,37.78,10,7,50.0,RedBull
25703,2435,46.09,2023-02-19,07:00:00,A,46.09,10,7,,RedBull
29676,2440,35.08,2023-02-19,18:30:00,A,35.08,10,7,40.0,RedBull
27822,2446,28.4,2023-02-19,19:00:00,B,28.4,10,7,27.0,RedBull
29738,2461,52.66,2023-02-19,18:00:00,X,52.66,10,7,37.0,RedBull
26687,2465,3.5,2023-02-19,20:00:00,,0.0,7,7,24.0,Cappuccino
26984,2465,3.0,2023-02-19,19:00:00,,0.0,9,7,24.0,Hot Chocolate
20551,2468,3.0,2023-02-19,08:00:00,,0.0,2,7,,Croissant
29722,2471,64.94,2023-02-19,18:30:00,B,64.94,10,7,41.0,RedBull
28775,2475,2.5,2023-02-19,19:00:00,,0.0,8,7,57.0,Espresso
21192,2477,3.5,2023-02-19,07:00:00,,0.0,4,7,36.0,Muffin
23269,2481,50.23,2023-02-19,07:00:00,B,50.23,10,7,41.0,RedBull
28598,2484,3.5,2023-02-19,18:00:00,,0.0,6,7,29.0,Latte
27472,2491,34.28,2023-02-19,19:00:00,X,34.28,10,7,41.0,RedBull
27008,2495,70.99,2023-02-19,20:00:00,A,70.99,10,7,57.0,RedBull
27082,2495,40.43,2023-02-19,20:00:00,B,40.43,10,7,57.0,RedBull
27606,2495,35.43,2023-02-19,20:00:00,B,35.43,10,7,57.0,RedBull
24629,2500,56.92,2023-02-19,06:00:00,A,56.92,10,7,57.0,RedBull
29582,2500,57.55,2023-02-19,18:30:00,B,57.55,10,7,57.0,RedBull
28918,2506,3.0,2023-02-19,18:00:00,,0.0,9,7,,Hot Chocolate
24540,2507,56.78,2023-02-19,06:00:00,B,56.78,10,7,,RedBull
22966,2508,3.0,2023-02-19,08:00:00,,0.0,9,7,,Hot Chocolate
25110,2554,73.4,2023-02-19,06:00:00,A,73.4,10,7,,RedBull
27493,2556,71.86,2023-02-19,20:00:00,X,71.86,10,7,,RedBull
22838,2557,3.0,2023-02-19,07:00:00,,0.0,9,7,,Hot Chocolate
23732,2562,56.79,2023-02-19,08:00:00,A,56.79,10,7,,RedBull
26786,2575,2.5,2023-02-19,19:00:00,,0.0,8,7,,Espresso
21016,2576,2.0,2023-02-19,07:00:00,,0.0,3,7,,Tea
27781,2577,27.0,2023-02-19,20:00:00,X,27.0,10,7,,RedBull
22020,2578,3.5,2023-02-19,06:00:00,,0.0,6,7,,Latte
26244,2585,2.0,2023-02-19,19:00:00,,0.0,3,7,,Tea
23175,2610,37.67,2023-02-19,08:00:00,A,37.67,10,7,,RedBull
29871,2610,36.13,2023-02-19,18:30:00,B,36.13,10,7,,RedBull
26690,2614,3.5,2023-02-19,19:00:00,,0.0,7,7,,Cappuccino
20153,2641,2.5,2023-02-19,07:00:00,,0.0,1,7,,Coffee
22802,2653,3.0,2023-02-19,06:00:00,,0.0,9,7,,Hot Chocolate
26259,2662,2.0,2023-02-19,20:00:00,,0.0,3,7,,Tea
26247,2664,2.0,2023-02-19,19:00:00,,0.0,3,7,,Tea
28390,2671,3.5,2023-02-19,18:00:00,,0.0,4,7,,Muffin
26928,2681,3.0,2023-02-19,20:00:00,,0.0,9,7,,Hot Chocolate
27600,2692,79.55,2023-02-19,20:00:00,B,79.55,10,7,,RedBull
24712,2699,24.73,2023-02-19,06:00:00,B,24.73,10,7,,RedBull
31599,2705,66.04,2023-02-19,22:00:00,B,66.04,10,7,,RedBull
31915,2713,49.45,2023-02-19,23:00:00,X,49.45,10,7,,RedBull
30782,2716,3.5,2023-02-19,23:00:00,,0.0,6,7,,Latte
31885,2787,73.58,2023-02-19,22:00:00,X,73.58,10,7,,RedBull
30323,2801,2.0,2023-02-19,22:00:00,,0.0,3,7,,Tea
30872,2801,3.5,2023-02-19,23:00:00,,0.0,7,7,,Cappuccino
30658,2809,3.0,2023-02-19,22:00:00,,0.0,5,7,,Bagel
32334,2821,52.1,2023-02-19,23:00:00,A,52.1,10,7,,RedBull
32219,2839,76.29,2023-02-19,22:00:00,B,76.29,10,7,,RedBull
31532,2851,51.19,2023-02-19,23:00:00,A,51.19,10,7,,RedBull
31201,2890,3.0,2023-02-19,23:00:00,,0.0,9,7,,Hot Chocolate
31775,2899,61.86,2023-02-19,23:00:00,X,61.86,10,7,,RedBull
30842,2900,3.5,2023-02-19,22:00:00,,0.0,7,7,,Cappuccino
31560,2905,42.11,2023-02-19,23:00:00,B,42.11,10,7,,RedBull
30203,2911,3.0,2023-02-19,23:00:00,,0.0,2,7,,Croissant
32494,2933,31.93,2023-02-19,23:00:00,A,31.93,10,7,,RedBull
30854,2941,3.5,2023-02-19,23:00:00,,0.0,7,7,,Cappuccino
30240,2949,3.0,2023-02-19,23:00:00,,0.0,2,7,,Croissant
30655,2958,3.0,2023-02-19,23:00:00,,0.0,5,7,,Bagel
3384,1011,3.5,2023-02-20,11:00:00,,0.0,7,7,54.0,Cappuccino
35063,1012,38.28,2023-02-20,11:00:00,B,38.28,2,7,57.0,Croissant
35819,1019,37.74,2023-02-20,12:00:00,A,37.74,3,7,35.0,Tea
34776,1022,36.76,2023-02-20,17:00:00,B,36.76,2,7,22.0,Croissant
9072,1024,56.27,2023-02-20,14:00:00,B,56.27,10,7,26.0,RedBull
37847,1027,3.5,2023-02-20,22:00:00,,0.0,4,7,37.0,Muffin
8777,1028,81.56,2023-02-20,10:00:00,X,81.56,10,7,60.0,RedBull
9886,1029,26.67,2023-02-20,06:00:00,X,26.67,10,7,25.0,RedBull
42779,1032,3.5,2023-02-20,13:00:00,,0.0,7,7,58.0,Cappuccino
2033,1033,3.5,2023-02-20,18:00:00,,0.0,4,7,59.0,Muffin
4209,1035,2.5,2023-02-20,18:00:00,,0.0,8,7,60.0,Espresso
38438,1035,49.64,2023-02-20,07:00:00,B,49.64,4,7,60.0,Muffin
39269,1036,3.0,2023-02-20,13:00:00,,0.0,5,7,56.0,Bagel
9857,1038,58.47,2023-02-20,10:00:00,X,58.47,10,7,63.0,RedBull
37230,1043,44.23,2023-02-20,21:00:00,X,44.23,4,7,27.0,Muffin
7036,1046,66.14,2023-02-20,18:00:00,A,66.14,10,7,36.0,RedBull
40327,1049,3.5,2023-02-20,21:00:00,,0.0,6,7,55.0,Latte
37477,1056,3.5,2023-02-20,09:00:00,,0.0,4,7,33.0,Muffin
9130,1060,63.29,2023-02-20,12:00:00,B,63.29,10,7,53.0,RedBull
42954,1063,25.03,2023-02-20,07:00:00,B,25.03,7,7,28.0,Cappuccino
38174,1069,3.5,2023-02-20,16:00:00,,0.0,4,7,54.0,Muffin
39451,1071,32.71,2023-02-20,18:00:00,X,32.71,5,7,30.0,Bagel
37204,1074,3.5,2023-02-20,15:00:00,,0.0,4,7,28.0,Muffin
37725,1074,77.12,2023-02-20,22:00:00,A,77.12,4,7,28.0,Muffin
39682,1077,72.59,2023-02-20,20:00:00,X,72.59,5,7,40.0,Bagel
8730,1078,27.78,2023-02-20,15:00:00,X,27.78,10,7,64.0,RedBull
7326,1079,34.94,2023-02-20,15:00:00,X,34.94,10,7,48.0,RedBull
7385,1081,37.96,2023-02-20,06:00:00,A,37.96,10,7,39.0,RedBull
39173,1081,3.0,2023-02-20,15:00:00,,0.0,5,7,39.0,Bagel
9598,1082,53.5,2023-02-20,11:00:00,B,53.5,10,7,27.0,RedBull
4653,1086,3.0,2023-02-20,08:00:00,,0.0,9,7,37.0,Hot Chocolate
6269,1087,46.8,2023-02-20,10:00:00,A,46.8,10,7,53.0,RedBull
39338,1087,3.0,2023-02-20,14:00:00,,0.0,5,7,53.0,Bagel
38404,1088,3.5,2023-02-20,19:00:00,,0.0,4,7,23.0,Muffin
8736,1090,48.08,2023-02-20,07:00:00,A,48.08,10,7,46.0,RedBull
3112,1091,3.5,2023-02-20,16:00:00,,0.0,6,7,52.0,Latte
33864,1092,59.43,2023-02-20,06:00:00,B,59.43,1,7,61.0,Coffee
9964,1094,49.89,2023-02-20,11:00:00,X,49.89,10,7,61.0,RedBull
8307,1099,38.86,2023-02-20,06:00:00,B,38.86,10,7,31.0,RedBull
34215,1104,3.0,2023-02-20,19:00:00,,0.0,2,7,53.0,Croissant
41405,1105,3.5,2023-02-20,18:00:00,,0.0,6,7,62.0,Latte
6362,1109,28.16,2023-02-20,17:00:00,X,28.16,10,7,36.0,RedBull
2213,1111,3.0,2023-02-20,07:00:00,,0.0,5,7,41.0,Bagel
4481,1112,3.0,2023-02-20,06:00:00,,0.0,9,7,57.0,Hot Chocolate
33107,1116,42.54,2023-02-20,17:00:00,X,42.54,1,7,18.0,Coffee
43947,1117,60.54,2023-02-20,17:00:00,A,60.54,8,7,62.0,Espresso
41366,1122,3.5,2023-02-20,14:00:00,,0.0,6,7,34.0,Latte
38202,1126,3.5,2023-02-20,12:00:00,,0.0,4,7,42.0,Muffin
44341,1126,64.44,2023-02-20,07:00:00,X,64.44,8,7,42.0,Espresso
3841,1128,3.5,2023-02-20,12:00:00,,0.0,7,7,50.0,Cappuccino
2102,1129,3.5,2023-02-20,09:00:00,,0.0,4,7,52.0,Muffin
8285,1130,83.28,2023-02-20,18:00:00,A,83.28,10,7,31.0,RedBull
38561,1131,67.58,2023-02-20,10:00:00,A,67.58,4,7,53.0,Muffin
4253,1137,2.5,2023-02-20,18:00:00,,0.0,8,7,26.0,Espresso
5898,1138,54.38,2023-02-20,14:00:00,A,54.38,10,7,34.0,RedBull
44123,1141,2.5,2023-02-20,21:00:00,,0.0,8,7,34.0,Espresso
41540,1143,23.54,2023-02-20,21:00:00,X,23.54,6,7,28.0,Latte
33785,1145,42.31,2023-02-20,15:00:00,B,42.31,1,7,49.0,Coffee
6306,1150,66.5,2023-02-20,10:00:00,X,66.5,10,7,32.0,RedBull
40051,1152,49.5,2023-02-20,13:00:00,A,49.5,5,7,39.0,Bagel
9476,1153,43.14,2023-02-20,17:00:00,A,43.14,10,7,65.0,RedBull
35135,1156,55.41,2023-02-20,19:00:00,X,55.41,2,7,43.0,Croissant
36897,1158,2.0,2023-02-20,11:00:00,,0.0,3,7,60.0,Tea
37704,1160,3.5,2023-02-20,22:00:00,,0.0,4,7,45.0,Muffin
8348,1161,70.77,2023-02-20,11:00:00,X,70.77,10,7,54.0,RedBull
41760,1161,58.86,2023-02-20,09:00:00,A,58.86,7,7,54.0,Cappuccino
35002,1165,3.0,2023-02-20,18:00:00,,0.0,2,7,47.0,Croissant
36757,1168,35.52,2023-02-20,20:00:00,X,35.52,3,7,42.0,Tea
43728,1172,44.04,2023-02-20,08:00:00,B,44.04,8,7,61.0,Espresso
38143,1181,3.5,2023-02-20,07:00:00,,0.0,4,7,56.0,Muffin
41223,1182,36.57,2023-02-20,20:00:00,X,36.57,6,7,27.0,Latte
7378,1186,29.72,2023-02-20,07:00:00,B,29.72,10,7,47.0,RedBull
35692,1188,49.13,2023-02-20,09:00:00,A,49.13,3,7,23.0,Tea
41560,1193,3.5,2023-02-20,22:00:00,,0.0,7,7,56.0,Cappuccino
9960,1198,76.79,2023-02-20,07:00:00,B,76.79,10,7,22.0,RedBull
36813,1200,82.2,2023-02-20,10:00:00,A,82.2,3,7,41.0,Tea
42102,1200,86.79,2023-02-20,20:00:00,A,86.79,7,7,41.0,Cappuccino
525,1207,2.5,2023-02-20,12:00:00,,0.0,1,7,44.0,Coffee
7818,1208,53.94,2023-02-20,15:00:00,A,53.94,10,7,19.0,RedBull
33089,1208,24.72,2023-02-20,18:00:00,X,24.72,1,7,19.0,Coffee
41455,1215,3.5,2023-02-20,10:00:00,,0.0,6,7,64.0,Latte
8336,1219,26.03,2023-02-20,10:00:00,X,26.03,10,7,33.0,RedBull
34258,1220,31.79,2023-02-20,21:00:00,B,31.79,2,7,55.0,Croissant
303,1229,2.5,2023-02-20,06:00:00,,0.0,1,7,38.0,Coffee
35107,1230,45.36,2023-02-20,06:00:00,B,45.36,2,7,35.0,Croissant
32649,1236,46.69,2023-02-20,16:00:00,A,46.69,1,7,39.0,Coffee
42734,1243,3.5,2023-02-20,18:00:00,,0.0,7,7,46.0,Cappuccino
334,1254,2.5,2023-02-20,08:00:00,,0.0,1,7,56.0,Coffee
32773,1259,43.28,2023-02-20,15:00:00,A,43.28,1,7,60.0,Coffee
43718,1260,2.5,2023-02-20,17:00:00,,0.0,8,7,51.0,Espresso
7491,1262,39.04,2023-02-20,10:00:00,X,39.04,10,7,49.0,RedBull
38093,1262,39.75,2023-02-20,10:00:00,B,39.75,4,7,49.0,Muffin
36447,1263,2.0,2023-02-20,18:00:00,,0.0,3,7,63.0,Tea
162,1264,2.5,2023-02-20,15:00:00,,0.0,1,7,37.0,Coffee
9876,1270,69.65,2023-02-20,07:00:00,B,69.65,10,7,55.0,RedBull
559,1271,2.5,2023-02-20,16:00:00,,0.0,1,7,45.0,Coffee
42418,1271,3.5,2023-02-20,15:00:00,,0.0,7,7,45.0,Cappuccino
1411,1272,2.0,2023-02-20,16:00:00,,0.0,3,7,39.0,Tea
40168,1275,53.81,2023-02-20,21:00:00,X,53.81,6,7,39.0,Latte
4355,1277,2.5,2023-02-20,16:00:00,,0.0,8,7,51.0,Espresso
33289,1277,2.5,2023-02-20,10:00:00,,0.0,1,7,51.0,Coffee
7747,1278,30.14,2023-02-20,19:00:00,A,30.14,10,7,51.0,RedBull
2160,1280,3.5,2023-02-20,16:00:00,,0.0,4,7,23.0,Muffin
34106,1280,3.0,2023-02-20,20:00:00,,0.0,2,7,23.0,Croissant
9401,1289,52.44,2023-02-20,10:00:00,B,52.44,10,7,51.0,RedBull
4476,1293,3.0,2023-02-20,18:00:00,,0.0,9,7,23.0,Hot Chocolate
7046,1294,40.23,2023-02-20,13:00:00,X,40.23,10,7,33.0,RedBull
3253,1296,3.5,2023-02-20,18:00:00,,0.0,6,7,62.0,Latte
5156,1297,42.34,2023-02-20,16:00:00,B,42.34,10,7,50.0,RedBull
41021,1298,3.5,2023-02-20,15:00:00,,0.0,6,7,50.0,Latte
35378,1300,3.0,2023-02-20,07:00:00,,0.0,2,7,43.0,Croissant
6841,1303,71.45,2023-02-20,18:00:00,B,71.45,10,7,63.0,RedBull
4563,1307,3.0,2023-02-20,17:00:00,,0.0,9,7,53.0,Hot Chocolate
1751,1314,3.5,2023-02-20,18:00:00,,0.0,4,7,42.0,Muffin
38939,1314,3.0,2023-02-20,20:00:00,,0.0,5,7,42.0,Bagel
7698,1315,36.91,2023-02-20,06:00:00,B,36.91,10,7,38.0,RedBull
6801,1322,34.7,2023-02-20,17:00:00,X,34.7,10,7,18.0,RedBull
39975,1325,3.0,2023-02-20,20:00:00,,0.0,5,7,29.0,Bagel
38370,1330,30.79,2023-02-20,14:00:00,A,30.79,4,7,45.0,Muffin
43433,1338,67.57,2023-02-20,10:00:00,A,67.57,8,7,18.0,Espresso
8682,1340,52.27,2023-02-20,06:00:00,A,52.27,10,7,64.0,RedBull
6696,1343,26.77,2023-02-20,19:00:00,B,26.77,10,7,58.0,RedBull
36448,1343,62.25,2023-02-20,10:00:00,X,62.25,3,7,58.0,Tea
42267,1343,37.32,2023-02-20,09:00:00,A,37.32,7,7,58.0,Cappuccino
4264,1350,2.5,2023-02-20,12:00:00,,0.0,8,7,46.0,Espresso
6674,1353,48.33,2023-02-20,16:00:00,B,48.33,10,7,25.0,RedBull
43272,1354,59.04,2023-02-20,14:00:00,A,59.04,8,7,37.0,Espresso
2816,1355,3.5,2023-02-20,15:00:00,,0.0,6,7,63.0,Latte
3083,1356,3.5,2023-02-20,06:00:00,,0.0,6,7,65.0,Latte
39963,1361,80.66,2023-02-20,18:00:00,B,80.66,5,7,43.0,Bagel
2702,1365,3.0,2023-02-20,07:00:00,,0.0,5,7,26.0,Bagel
39206,1368,3.0,2023-02-20,13:00:00,,0.0,5,7,45.0,Bagel
3195,1374,3.5,2023-02-20,07:00:00,,0.0,6,7,27.0,Latte
6544,1374,54.76,2023-02-20,15:00:00,A,54.76,10,7,27.0,RedBull
9942,1377,67.99,2023-02-20,14:00:00,A,67.99,10,7,50.0,RedBull
41502,1377,3.5,2023-02-20,14:00:00,,0.0,6,7,50.0,Latte
32517,1380,34.52,2023-02-20,07:00:00,X,34.52,1,7,45.0,Coffee
35697,1380,2.0,2023-02-20,13:00:00,,0.0,3,7,45.0,Tea
35273,1395,36.16,2023-02-20,10:00:00,A,36.16,2,7,56.0,Croissant
1932,1400,3.5,2023-02-20,17:00:00,,0.0,4,7,35.0,Muffin
9706,1405,33.62,2023-02-20,12:00:00,X,33.62,10,7,19.0,RedBull
40259,1405,52.65,2023-02-20,07:00:00,A,52.65,6,7,19.0,Latte
40546,1411,3.5,2023-02-20,21:00:00,,0.0,6,7,21.0,Latte
34254,1412,3.0,2023-02-20,13:00:00,,0.0,2,7,37.0,Croissant
4556,1413,3.0,2023-02-20,16:00:00,,0.0,9,7,51.0,Hot Chocolate
43184,1414,2.5,2023-02-20,21:00:00,,0.0,8,7,30.0,Espresso
7507,1415,35.81,2023-02-20,15:00:00,A,35.81,10,7,47.0,RedBull
37872,1425,53.06,2023-02-20,07:00:00,B,53.06,4,7,47.0,Muffin
42489,1425,35.79,2023-02-20,10:00:00,A,35.79,7,7,47.0,Cappuccino
3808,1426,3.5,2023-02-20,06:00:00,,0.0,7,7,62.0,Cappuccino
7599,1429,65.81,2023-02-20,06:00:00,X,65.81,10,7,41.0,RedBull
9288,1434,30.93,2023-02-20,17:00:00,A,30.93,10,7,19.0,RedBull
4350,1435,2.5,2023-02-20,12:00:00,,0.0,8,7,51.0,Espresso
36101,1435,55.89,2023-02-20,06:00:00,X,55.89,3,7,51.0,Tea
44454,1442,66.17,2023-02-20,13:00:00,B,66.17,8,7,20.0,Espresso
2677,1443,3.0,2023-02-20,09:00:00,,0.0,5,7,48.0,Bagel
38572,1444,53.11,2023-02-20,14:00:00,B,53.11,4,7,59.0,Muffin
6590,1446,51.01,2023-02-20,16:00:00,X,51.01,10,7,33.0,RedBull
38333,1447,82.37,2023-02-20,16:00:00,X,82.37,4,7,63.0,Muffin
39249,1449,69.71,2023-02-20,11:00:00,B,69.71,5,7,19.0,Bagel
40496,1450,72.35,2023-02-20,06:00:00,X,72.35,6,7,22.0,Latte
33194,1452,2.5,2023-02-20,09:00:00,,0.0,1,7,19.0,Coffee
34903,1454,27.36,2023-02-20,07:00:00,X,27.36,2,7,44.0,Croissant
3222,1455,3.5,2023-02-20,13:00:00,,0.0,6,7,60.0,Latte
32626,1457,55.23,2023-02-20,09:00:00,X,55.23,1,7,31.0,Coffee
35720,1459,75.13,2023-02-20,18:00:00,X,75.13,3,7,52.0,Tea
41554,1461,3.5,2023-02-20,16:00:00,,0.0,7,7,40.0,Cappuccino
3862,1462,3.5,2023-02-20,12:00:00,,0.0,7,7,62.0,Cappuccino
43839,1464,29.47,2023-02-20,18:00:00,B,29.47,8,7,49.0,Espresso
35359,1465,3.0,2023-02-20,11:00:00,,0.0,2,7,59.0,Croissant
4992,1468,3.0,2023-02-20,11:00:00,,0.0,9,7,34.0,Hot Chocolate
3622,1469,3.5,2023-02-20,19:00:00,,0.0,7,7,52.0,Cappuccino
42004,1473,3.5,2023-02-20,16:00:00,,0.0,7,7,29.0,Cappuccino
3277,1479,3.5,2023-02-20,14:00:00,,0.0,6,7,63.0,Latte
8570,1479,73.13,2023-02-20,19:00:00,A,73.13,10,7,63.0,RedBull
5383,1483,38.36,2023-02-20,20:00:00,A,38.36,10,7,36.0,RedBull
3045,1488,3.5,2023-02-20,10:00:00,,0.0,6,7,53.0,Latte
37419,1488,36.7,2023-02-20,14:00:00,B,36.7,4,7,53.0,Muffin
38948,1490,60.56,2023-02-20,21:00:00,B,60.56,5,7,36.0,Bagel
41677,1491,61.75,2023-02-20,20:00:00,X,61.75,7,7,19.0,Cappuccino
38922,1493,47.8,2023-02-20,22:00:00,A,47.8,5,7,45.0,Bagel
43395,1495,2.5,2023-02-20,19:00:00,,0.0,8,7,61.0,Espresso
40208,1498,3.5,2023-02-20,21:00:00,,0.0,6,7,62.0,Latte
11603,1513,2.0,2023-02-20,20:00:00,,0.0,3,7,47.0,Tea
14818,1521,3.0,2023-02-20,13:00:00,,0.0,9,7,21.0,Hot Chocolate
13873,1523,3.5,2023-02-20,10:00:00,,0.0,7,7,37.0,Cappuccino
15355,1535,42.77,2023-02-20,08:00:00,X,42.77,10,7,45.0,RedBull
18476,1538,47.35,2023-02-20,19:00:00,X,47.35,10,7,64.0,RedBull
13119,1539,3.5,2023-02-20,19:00:00,,0.0,6,7,24.0,Latte
10690,1558,3.0,2023-02-20,20:00:00,,0.0,2,7,52.0,Croissant
14205,1559,2.5,2023-02-20,13:00:00,,0.0,8,7,60.0,Espresso
12330,1562,3.0,2023-02-20,19:00:00,,0.0,5,7,27.0,Bagel
19636,1563,59.33,2023-02-20,12:00:00,X,59.33,10,7,55.0,RedBull
19335,1578,52.61,2023-02-20,16:00:00,A,52.61,10,7,56.0,RedBull
15160,1579,30.83,2023-02-20,17:00:00,A,30.83,10,7,54.0,RedBull
18947,1582,71.44,2023-02-20,19:00:00,A,71.44,10,7,28.0,RedBull
13869,1586,3.5,2023-02-20,16:00:00,,0.0,7,7,53.0,Cappuccino
19250,1587,25.02,2023-02-20,15:00:00,X,25.02,10,7,42.0,RedBull
16407,1598,73.47,2023-02-20,07:00:00,A,73.47,10,7,53.0,RedBull
17110,1607,58.54,2023-02-20,18:00:00,A,58.54,10,7,32.0,RedBull
